"","Reference","Left","KWIC","Right"
"108","PA721410,2019-03-21,Bonnivard, Émilie",". Nous devons le prendre en compte. La parole est à Mme Émilie Bonnivard . Soit l'' amendement est mal rédigé, soit il a","été mal compris",". Il vise non à garantir aux touristes des médecins en nombre suffisant, mais à traiter un problème auquel j'' ai moi-même"
"109","PA608292,2020-07-23,Dubié, Jeanine","milliards d'' euros, dont 13 milliards de dette hospitalière. Il considère que la dette générée par la covid-19 devait","être prise","en charge par le budget de l'' État , comme la dette hospitalière. L'' État aurait dû tenir sa promesse en la reprenant"
"110","PA331481,2018-10-15,Le Maire, Bruno","ont besoin de visibilité et de stabilité, celles - là même qui sont inscrites dans la trajectoire sur laquelle nous nous","sommes engagés","avec Gérald Darmanin . Enfin, ce projet de loi de finances est cohérent par rapport à notre volonté de relancer l''"
"111","PA717153,2020-02-04,Buzyn, Agnès","sociaux en pleine responsabilité et leur accorde une confiance totale. Vous jugez le cadre contraint ; en réalité, il","est admis","par tous et s'' avère peu contraignant. La première contrainte est de ne pas baisser les pensions des retraités actuels."
"112",",2018-03-13,","de droit du travail, notamment dans le cadre de la loi sur le renforcement du dialogue social. D '' autres dispositions","seront prises","dans le cadre de la loi pour la liberté de choisir son avenir professionnel. L'' enjeu, pour ces jeunes, est précisément"
"113","PA722202,2019-11-19,Jumel, Sébastien","du congrès des maires, reviendrait à dire aux communes que vous n'' accordez aucune valeur au projet sur lequel elles ont","été élues","! Ce serait profondément dangereux et contraire à l'' esprit même de l'' intercommunalité. Enfin, comme cela a été dit, l''"
"114","PA2150,2020-02-28,Mélenchon, Jean-Luc","en France quelque 30 000 travailleurs français détachés du Luxembourg et de Slovénie : ils habitent en France , mais","sont embauchés par des entreprises basées","au Luxembourg ou en Slovénie ! Le travail détaché a été conçu comme une machine à disloquer de l'' intérieur et à opérer ce"
"115","PA267780,2019-05-06,Firmin Le Bodo, Agnès","vise à corriger une injustice, celle des sorties sèches dont sont souvent victimes les enfants placés par l'' ASE qui ne","sont pas accompagnés","lorsqu'' ils atteignent l'' âge de 18 ans. La présidente de notre commission des affaires sociales, Brigitte"
"116","PA719146,2017-12-08,Acquaviva, Jean-Félix","voté par l'' Assemblée en fonction de la durée du séjour. Je précise que cette taxe sera plafonnée à 350 euros, et qu'' elle","sera remboursée","si le camping-car détient un justificatif de passage dans des établissements agréés. Il est très important de mettre"
"117","PA721750,2018-06-05,Calvez, Céline","du conseil municipal, instituer cette taxe de balayage. Peu importe la superficie de votre habitation, seules","sont prises","en compte la longueur de la façade et la largeur du trottoir. Ces éléments pourront donner lieu à une imposition pouvant"
"118","PA722110,2018-12-18,Wulfranc, Hubert",". Ce financement nous paraît tout à fait approprié à la mission de l'' AFD , d'' autant que le Président de la République s''","est engagé","à porter l'' aide publique au développement à 0,55 % du revenu national brut d'' ici à 2022. La baisse de la part de la taxe"
"119","PA340343,2018-01-31,Saulignac, Hervé","qu'' elle le souhaite ? Les failles sécuritaires doivent être connues et évaluées ; les mesures qui s'' imposent doivent","être prises",". Car aucun de nos concitoyens n'' admettra le mensonge, aucun n'' admettra que son intégrité physique et celle de ses"
"120","PA721908,2017-08-03,Braun-Pivet, Yaël","il y a moins d'' une semaine, à une large majorité. En débardeur à la tribune ! On aura tout vu ! Mettez une veste ! Ce texte a","été examiné","mardi dernier en commission mixte paritaire. S '' il est rapidement apparu que nous pourrions parvenir à un accord s''"
"121","PA717153,2019-03-21,Buzyn, Agnès","que l'' ordonnance servait à faire échapper le débat aux parlementaires. Je vous le répète, la question du financement","sera traité","dans le PLFSS , et celle relative aux missions relève désormais du projet de loi. La gouvernance reste le seul sujet qui"
"122","PA2150,2018-09-14,Mélenchon, Jean-Luc","– on a dû vous le dire à vous aussi – parce que nous ne sommes pas présents lors de débats essentiels. Des journalistes se","sont pris","à interroger mes amis députés pour savoir où ils se trouvaient, au cours d'' une certaine nuit, au motif qu'' ils n'' avaient"
"123","PA345619,2020-04-28,Philippe, Édouard",", ne permettra d'' endiguer cette épidémie si les Français n'' y croient pas ou ne les appliquent pas, si la chaîne virale n''","est pas remplacée","par une chaîne de solidarité. À partir du 11 mai, le succès reposera non pas sur la seule autorité de l'' État mais sur le"
"124","PA719448,2020-07-23,Chapelier, Annie","n'' a pas calmé les inquiétudes du groupe Écologie Démocratie Solidarité . Nous regrettons que les députés","soient dépossédés","de leur voix sur ce sujet clé, alors que les présents projets de loi font perdre à l'' État providence la souplesse dont il a"
"125","PA721742,2019-04-03,Florennes, Isabelle","qui votons les lois, devons nous assurer sur le terrain, dans nos circonscriptions, que les textes que nous adoptons","sont bien compris",", qu'' ils sont une réalité dans le quotidien de nos concitoyens, de nos entreprises, de nos territoires. Cette"
"126","PA721670,2017-12-15,de Montchalin, Amélie","réintroduire la mesure dans le projet de loi PME et l'' affaire sera réglée. La parole est à Mme Amélie de Montchalin . Nous","sommes tous assaillis","de courriers électroniques en provenance de syndicats de toutes sortes, ... Les ministres aussi ! ...représentants d"
"127","PA721960,2019-10-08,Obono, Danièle","vraiment très difficile d'' entendre des arguments pseudo-techniques alors qu'' en vérité, nous parlons ici de cas qui","sont suivis","et qui méritent toujours la plus grande attention. Or j'' entends nier encore une fois leur parole alors que, je le répète"
"128","PA268019,2018-02-13,Lagarde, Jean-Christophe","quand on débat au niveau européen, puisque les autres sont des départements d'' outre-mer, et ils risquent de ne pas","être représentés","au Parlement européen , ce qui serait dommageable. Je réitère donc, madame la ministre, ma demande d'' une expertise par"
"129","PA267527,2017-07-28,Saddier, Martial",", prendra la décision d'' octroyer aux associations et aux collectivités les nouvelles aides sur lesquelles vous vous","êtes engagée","tout à l'' heure ? Je pense sincèrement que la représentation nationale mérite davantage que le simple "" avis"
"130","PA721564,2018-11-23,Fajgeles, Élise","me semble absolument nécessaire que le recours aux moyens de télécommunication dans le cadre de la procédure pénale ne","soit pas apprécié","de la même façon, s'' agissant des majeurs et des mineurs. Il convient en effet de tenir compte de la situation"
"131","PA607395,2018-05-23,Travert, Stéphane",", madame Beauvais , que si la SICA a mis en place un transfert de propriété des produits de ses adhérents et qu'' elle","est reconnue","comme organisation de producteurs. Ces deux conditions sont nécessaires pour un rapprochement avec le contrat d''"
"132",",2019-09-17,","engagement commun et une ambition partagée. L'' engagement commun s'' est traduit par des mesures qui ont d'' ores et déjà","été prises","par ma collègue Marlène Schiappa , sous l'' autorité du Premier ministre . Il s'' agit, entre autres, de la plateforme"
"133","PA717153,2019-03-21,Buzyn, Agnès",". Ne reste finalement plus dans le champ de l'' ordonnance que la question de la gouvernance. En la matière, nous nous","sommes engagés","à donner une place aux représentants des professionnels de ville, aux élus locaux et aux représentants des patients – c"
"134",",2018-06-13,",". Nous voyons bien que la société évolue et qu'' un nombre croissant de gens veulent se former. Cette aspiration pourra","être prise","en compte, mais pas dans le cadre du CPF et de son mode de financement mutualisé. La parole est à M. Gabriel Serville , pour"
"135","PA720100,2017-09-26,Pradié, Aurélien",". Dans les cas extrêmes qui ont été évoqués il y a quelques instants, et où, dans les conditions prévues par la loi,","est prise","une décision de fermeture administrative d'' un lieu de culte, il nous semble important que celle-ci puisse être"
"136","PA345619,2019-05-21,Philippe, Édouard","et de respecter les décisions prises par l'' autorité qu'' est la Commission de régulation de l'' énergie . Comme nous nous y","sommes engagés",", notamment devant l'' Assemblée nationale , nous avons fait en sorte que cette augmentation du prix de l'' électricité n''"
"137","PA719404,2019-05-28,Le Gac, Didier",". Chacun doit respecter la loi, mais, avant tout, chacun doit respecter l'' autre. C '' est pourquoi ces pratiques doivent","être condamnées et sanctionnées",". Les associations doivent d'' abord respecter le travail des agriculteurs. Bien évidemment, en cas d'' attaque de cette"
"138","PA2960,2020-07-08,Woerth, Éric","plus vite que ne le voudrait la simple augmentation naturelle du chiffre d'' affaires. Ces mesures, qui doivent","être prises","dès maintenant, ne fonctionneront évidemment que si l'' on aide l'' économie française à stimuler sa propre croissance."
"139","PA609245,2019-06-14,Lacroute, Valérie","les informations demandées. Or , dans le cadre de la passation des contrats de service de transport, ce délai n''","est pas toujours respecté","et les informations transmises sont parfois incomplètes. Il convient de renforcer le dispositif de communication de"
"140","PA722094,2018-04-12,Hennion, Christine","personnel. En contrepartie de cette plus grande souplesse, des amendes administratives plus lourdes pourront","être infligées",". Tous les acteurs, qu'' ils soient responsables de traitement de données ou sous-traitants, pourront être"
"141","PA719914,2019-10-30,Darrieussecq, Geneviève","proposez. Ce n'' est pas ce qu'' elles disent sur le terrain ! L'' an dernier, elles ont préféré que la carte du combattant","soit attribuée aux soldats engagés","en Algérie entre 1962 et 1964. Une mesure n'' empêche pas l'' autre ! Les associations attendent une revalorisation !"
"142","PA332747,2019-01-24,de Rugy, François","pour continuer à délivrer gratuitement aux Guyanais le permis de chasser jusqu'' en 2020, disposition qui avait","été prise","pour tenir compte des spécificités historiques de la Guyane . La parole est à M. Gabriel Serville , pour soutenir l''"
"143","PA721270,2019-03-14,Peu, Stéphane",", d'' apport ou de création prévu à l'' article. L'' expertise des salariés sur le fonctionnement de l'' entreprise vaut d''","être prise en compte et considérée",". Leur association à des choix stratégiques pour l'' avenir de leur entreprise constitue également une avancée de la"
"144","PA722268,2018-06-05,Wonner, Martine",". Cet amendement de bon sens, qui permet de redéfinir l'' action de ces conseils locaux de santé mentale, devrait","être accepté",". La parole est à M. Vincent Rolland , pour soutenir l'' amendement n° 249. Les conseils locaux de santé mentale,"
